PID,Street Address,MBLU,Map,Lot,Unit,Book&Page,Assessment,Appraisal,Lot Size (acres),Land Use Code,Description,Zoning District,# Buildings,Appr. Year,Improvements,Land,Total,Recent Sale Price,Recent Sale Date,Prev Sale Price,Prev Sale Date,Prev. Ass. Imp,Prev. Ass. Land,Prev. Ass. Tot,Prev. App. Imp,Prev. App. Land,Prev. App. Tot,,
372,228 RIVER RD,402/  74/  1000/  / ,402,74,1000,  4290/0633,428600,428600,9.8,1010,SINGLE FAM MDL01,RD,1,2021,219900,208700,428600,0,2017-06-15,407000,2009-10-15,209400,199900,409300,209400,199900,409300,20:15:47,653
375,202 RIVER RD,402/  77/  /  / ,402,77,  ,  4508/ 207,303100,303100,7.06,1300,RES ACLNDV,RD,1,2021,0,303100,303100,349000,2020-03-27,100000,2006-08-10,0,156600,156600,0,156600,156600,20:15:48,654
376,192 RIVER RD,402/  78/  /  / ,402,78,  ,  2998/0599,551200,714100,50.5,1010,SINGLE FAM MDL01,RD,1,2021,387900,326200,714100,0,2004-05-06,,,330500,144100,474600,330500,292100,622600,20:15:49,655
966,185 DORCHESTER RD,409/  19/  /  / ,409,19,  ,  3662/0521,542200,542200,0.87,1010,SINGLE FAM MDL01,LCD,1,2021,376200,166000,542200,0,2009-11-12,261500,1997-07-14,330800,144000,474800,330800,144000,474800,20:15:49,656
967,187 DORCHESTER RD,409/  20/  /  / ,409,20,  ,  3925/0175,640600,640600,1.5,1010,SINGLE FAM MDL01,LCD,1,2021,467700,172900,640600,173000,2012-10-18,,,438500,152000,590500,438500,152000,590500,20:15:50,657
968,11 ACORN HILL RD,409/  21/  /  / ,409,21,  ,  4027/0679,369900,510200,27,1010,SINGLE FAM MDL01,RD,1,2021,207300,302900,510200,0,2013-11-26,132000,2008-11-12,168400,126100,294500,168400,253200,421600,20:15:51,658
971,22 POUT POND LN,409/  24/  /  / ,409,24,  ,  4647/ 864,380500,380500,6.9,1010,SINGLE FAM MDL01,RD,1,2021,207900,172600,380500,525000,2021-06-08,345000,2011-01-12,191500,136900,328400,191500,136900,328400,20:15:52,659
972,38 ACORN HILL RD,409/  25/  /  / ,409,25,  ,  1737/0625,1600,158100,12.5,6135,WPUNR-5,RD,1,2021,0,158100,158100,4000,1970-05-15,,,0,1600,1600,0,122200,122200,20:15:53,660
973,34 ACORN HILL RD,409/  26/  /  / ,409,26,  ,  1729/ 945,397100,397100,2.9,1010,SINGLE FAM MDL01,RD,1,2021,245500,151600,397100,19200,1988-03-24,,,246700,116700,363400,246700,116700,363400,20:15:54,661
974,26 ACORN HILL RD,409/  27/  /  / ,409,27,  ,  4522/ 862,644500,729100,17.8,1010,SINGLE FAM MDL01,RD,1,2021,463100,266000,729100,735000,2020-05-27,650000,2015-03-04,395700,183300,579000,395700,260100,655800,20:15:55,662
975,28 ACORN HILL RD,409/  28/  /  / ,409,28,  ,  4299/0778,900,221300,19.9,6324,OTUN-4,RD,1,2021,0,221300,221300,0,2017-07-25,150000,1997-09-29,0,900,900,0,202400,202400,20:15:56,663
976,20 ACORN HILL RD,409/  29/  /  / ,409,29,  ,  4164/ 283,474500,474500,9.8,1010,SINGLE FAM MDL01,RD,1,2021,262700,211800,474500,0,2015-10-08,80000,1994-07-29,198300,167700,366000,198300,167700,366000,20:15:56,664
979,197 DORCHESTER RD,409/  32/  /  / ,409,32,  ,  3130/0854,225000,225000,1.4,1010,SINGLE FAM MDL01,RD,1,2021,94700,130300,225000,0,2005-03-14,,,87600,98700,186300,87600,98700,186300,20:15:57,665
981,201 DORCHESTER RD,409/  34/  /  / ,409,34,  ,  3664/0756,399800,399800,1.1,1010,SINGLE FAM MDL01,,1,2021,270900,128900,399800,339500,2009-11-23,310000,2008-02-21,226600,97500,324100,226600,97500,324100,20:15:58,666
982,215 DORCHESTER RD,409/  35/  /  / ,409,35,  ,  3228/0159,249400,249400,3.2,1010,SINGLE FAM MDL01,RD,1,2021,112400,137000,249400,0,2005-12-07,,,72500,104800,177300,72500,104800,177300,20:15:59,667
984,227 DORCHESTER RD,409/  37/  /  / ,409,37,  , ,209100,209100,2,1010,SINGLE FAM MDL01,RD,1,2021,90800,118300,209100,0,,,,78500,90100,168600,78500,90100,168600,20:16:00,668
986,1 FLINT HILL RD,409/  39/  /  / ,409,39,  ,  3419/0258,246600,246600,1.7,1010,SINGLE FAM MDL01,RD,1,2021,107000,139600,246600,0,2007-06-19,88500,1994-10-03,122600,96500,219100,122600,96500,219100,20:16:01,669
987,232 DORCHESTER RD,409/  40/  /  / ,409,40,  ,  4358/0113,422900,670300,80.7,1010,SINGLE FAM MDL01,RD,1,2021,258800,411500,670300,0,2018-05-04,150000,1996-07-29,231400,117700,349100,231400,341500,572900,20:16:02,670
990,224 DORCHESTER RD,409/  43/  /  / ,409,43,  ,  3101/0786,5200,16100,10.9,1320,RES ACLNUD,MFD,1,2021,4100,12000,16100,14000,2005-01-26,,,3800,1100,4900,3800,10900,14700,20:16:02,671
991,228 DORCHESTER RD,409/  44/  /  / ,409,44,  ,  1034/0242,208800,208800,1.56,1010,SINGLE FAM MDL01,RD,1,2021,77800,131000,208800,0,,,,73200,99300,172500,73200,99300,172500,20:16:03,672
992,216 DORCHESTER RD,409/  45/  /  / ,409,45,  ,  3848/0046,13500,680300,207.89,6135,WPUNR-5,RD,1,2021,0,680300,680300,0,2011-12-30,600000,2006-03-01,0,13500,13500,0,599100,599100,20:16:04,673
993,202 DORCHESTER RD,409/  46/  /  / ,409,46,  ,  3971/0540,346600,346600,2.69,1010,SINGLE FAM MDL01,RD,1,2021,210700,135900,346600,0,2014-04-18,,,194900,99100,294000,194900,99100,294000,20:16:05,674
994,196 DORCHESTER RD,409/  47/  /  / ,409,47,  ,  4101/ 262,316300,316300,5.1,1010,SINGLE FAM MDL01,RD,1,2021,145200,171100,316300,0,2014-11-10,42500,1997-07-16,121500,122900,244400,121500,122900,244400,20:16:06,675
995,188 DORCHESTER RD,409/  48/  /  / ,409,48,  ,  3762/0274,255300,255300,0.54,1010,SINGLE FAM MDL01,LCD,1,2021,165900,89400,255300,143000,2010-12-27,65048,1992-06-03,111000,49900,160900,111000,49900,160900,20:16:06,676
996,182 DORCHESTER RD,409/  49/  /  / ,409,49,  ,  1824/  73,522800,522800,2.1,101,Single Fam,LCD,1,2021,336100,186700,522800,225053,1989-09-22,125000,1987-06-03,310800,163900,474700,310800,163900,474700,20:16:07,677
997,180 DORCHESTER RD,409/  50/  /  / ,409,50,  ,  4419/0308,373200,373200,1.1,1010,SINGLE FAM MDL01,LCD,1,2021,212500,160700,373200,0,2019-03-04,400000,2018-08-20,208500,141500,350000,208500,141500,350000,20:16:08,678
998,11 BAKER HILL RD,409/  51/  /  / ,409,51,  ,  2157/0881,654800,822100,32.01,1010,SINGLE FAM MDL01,RD,1,2021,442600,379500,822100,230000,1995-09-06,,,435600,162900,598500,435600,314800,750400,20:16:09,679
1002,59 BAKER HILL RD,409/  53/  1000/  / ,409,53,1000,  3765/0363,4800,141700,58,6225,HWUN-5,RD,1,2021,0,141700,141700,0,2011-01-08,,,0,4800,4800,0,125300,125300,20:16:10,680
1003,57 BAKER HILL RD,409/  53/  2000/  / ,409,53,2000,  2612/0667,346800,541300,30,1010,SINGLE FAM MDL01,RD,1,2021,179900,361400,541300,305000,2001-12-12,4000,1996-09-13,198500,137300,335800,198500,254300,452800,20:16:11,681
1004,63 BAKER HILL RD,409/  54/  /  / ,409,54,  ,  3445/0201,546100,546100,7.2,1010,SINGLE FAM MDL01,RD,1,2021,370900,175200,546100,480000,2007-08-31,90000,1995-04-28,289200,166000,455200,289200,166000,455200,20:16:12,682
1005,67 + 69 BAKER HILL RD,409/  55/  /  / ,409,55,  ,  1967/0936,533100,533100,2.2,1090,MULTI HSES,RD,2,2021,348300,184800,533100,180000,1992-05-15,165000,1990-07-23,303600,124000,427600,303600,124000,427600,20:16:13,683
1006,71 BAKER HILL RD,409/  56/  /  / ,409,56,  ,  4212/0375,271800,271800,0.97,1010,SINGLE FAM MDL01,RD,1,2021,131500,140300,271800,260000,2016-06-06,242000,2008-08-29,113800,106500,220300,113800,106500,220300,20:16:15,684
1009,95 BAKER HILL RD,409/  57/  /  / ,409,57,  ,  3869/0211,10800,366700,75,6514,FARMR-4,RD,1,2021,0,366700,366700,0,2012-03-19,325933,2005-03-21,0,10800,10800,0,306500,306500,20:16:15,685
102692,62 POUT POND LN,414/  9/  2000/  / ,414,9,2000,  4404/0053,814200,873600,12.2,1010,SINGLE FAM MDL01,RD,1,2021,645300,228300,873600,0,2018-11-30,,,522900,148200,671100,522900,201600,724500,20:16:16,686
1015,127 BAKER HILL RD,409/  60/  /  / ,409,60,  , ,178600,178600,5.1,1010,SINGLE FAM MDL01,RD,1,2021,56500,122100,178600,0,,,,49200,95200,144400,49200,95200,144400,20:16:17,687
1016,124 BAKER HILL RD,409/  61/  /  / ,409,61,  , ,277700,277700,2,1010,SINGLE FAM MDL01,RD,1,2021,122600,155100,277700,0,,,,111500,118800,230300,111500,118800,230300,20:16:18,688
1018,25 ISAAC PERKINS RD,409/  63/  /  / ,409,63,  ,  3820/0308,138000,235200,12.11,1010,SINGLE FAM MDL01,RD,1,2021,43400,191800,235200,383000,2011-09-09,,,39600,81900,121500,39600,161500,201100,20:16:19,689
1020,47 ISAAC PERKINS RD,409/  65/  /  / ,409,65,  , ,250200,250200,4.1,1010,SINGLE FAM MDL01,RD,1,2021,81200,169000,250200,0,,,,102200,131400,233600,102200,131400,233600,20:16:20,690
1023,54 ISAAC PERKINS RD,409/  68/  /  / ,409,68,  ,  4596/ 706,356200,356200,5.9,1040,TWO FAMILY,RD,1,2021,160500,195700,356200,0,2021-01-25,,,139700,158800,298500,139700,158800,298500,20:16:20,691
1024,48 ISAAC PERKINS RD,409/  69/  /  / ,409,69,  , ,291300,291300,2.1,1010,SINGLE FAM MDL01,RD,1,2021,142900,148400,291300,0,,,,121200,102400,223600,121200,102400,223600,20:16:22,692
1025,40 ISAAC PERKINS RD,409/  70/  /  / ,409,70,  ,  3244/0204,479500,479500,9.1,1010,SINGLE FAM MDL01,RD,1,2021,277500,202000,479500,0,2006-01-26,,,201800,189300,391100,201800,189300,391100,20:16:22,693
1026,34 ISAAC PERKINS RD,409/  71/  /  / ,409,71,  ,  3820/0308,437500,526200,16.9,1010,SINGLE FAM MDL01,RD,1,2021,261400,264800,526200,383000,2011-09-09,,,248000,138200,386200,248000,218500,466500,20:16:23,694
1027,160 EAST ST,409/  72/  /  / ,409,72,  ,  4519/ 348,19100,401100,241,6224,HWUN-4,RD,1,2021,0,401100,401100,248300,2020-05-14,,,0,19100,19100,0,354800,354800,20:16:24,695
1028,65 ALDEN LN,409/  73/  /  / ,409,73,  ,  3964/0537,12200,12200,6,1320,RES ACLNUD,RD,1,2021,0,12200,12200,10000,2013-03-22,,,0,10500,10500,0,10500,10500,20:16:25,696
1030,16 ISAAC PERKINS RD,409/  75/  /  / ,409,75,  ,  4530/ 297,633200,723000,13,1010,SINGLE FAM MDL01,RD,1,2021,368900,354100,723000,792500,2020-06-24,720000,2017-09-18,320700,229000,549700,320700,310300,631000,20:16:26,697
1031,10 ISAAC PERKINS-1 ALDEN  RD,409/  76/  /  / ,409,76,  ,  1303/0368,286700,321700,11.8,1010,SINGLE FAM MDL01,RD,1,2021,145000,176700,321700,800,1977-02-21,1800,1975-03-09,114500,113400,227900,114500,145200,259700,20:16:27,698
1033,60 BAKER HILL RD,409/  78/  /  / ,409,78,  ,  1411/0076,477700,605100,32.5,1010,SINGLE FAM MDL01,RD,1,2021,298200,306900,605100,0,1980-11-26,22000,1977-07-29,229300,139800,369100,229300,255300,484600,20:16:28,699
1034,62 BAKER HILL RD,409/  79/  /  / ,409,79,  ,  3560/0357,33700,121000,37,1060,AC LND IMP,RD,1,2021,17100,103900,121000,75000,2008-10-24,,,15300,13100,28400,15300,92400,107700,20:16:28,700
1035,56 BAKER HILL RD,409/  80/  /  / ,409,80,  ,  3465/0963,414200,414200,5.37,1010,SINGLE FAM MDL01,RD,1,2021,162400,251800,414200,0,2007-11-06,172000,1997-05-14,140800,195200,336000,140800,195200,336000,20:16:30,701
1037,48 BAKER HILL RD,409/  82/  /  / ,409,82,  ,  1098/ 353,279800,279800,10.5,1010,SINGLE FAM MDL01,RD,1,2021,53700,226100,279800,0,,,,29400,226000,255400,29400,226000,255400,20:16:31,702
1039,12 BAKER HILL RD,409/  84/  /  / ,409,84,  ,  4612/ 972,113300,422400,81.21,1300,RES ACLNDV,RD,1,2021,0,422400,422400,400000,2021-03-19,687000,2006-09-12,0,108100,108100,0,407700,407700,20:16:32,703
1040,2 BAKER HILL RD,409/  85/  /  / ,409,85,  ,  2353/0323,498800,498800,0.53,1010,SINGLE FAM MDL01,LCD,1,2021,355700,143100,498800,4000,1998-10-06,185000,1988-06-29,332600,144300,476900,332600,144300,476900,20:16:33,704
1041,176 DORCHESTER RD,409/  86/  /  / ,409,86,  ,  3198/0479,496300,496300,0.67,1010,SINGLE FAM MDL01,LCD,1,2021,348600,147700,496300,453000,2005-09-28,4000,1997-06-07,301900,152300,454200,301900,152300,454200,20:16:34,705
1042,168 DORCHESTER RD,409/  87/  /  / ,409,87,  ,  3726/0303,398600,398600,0.71,1010,SINGLE FAM MDL01,,1,2021,245800,152800,398600,340000,2010-08-27,303000,2001-07-19,228600,139800,368400,228600,139800,368400,20:16:34,706
1043,166 DORCHESTER RD,409/  88/  /  / ,409,88,  ,  2123/0335,226100,226100,0.22,1010,SINGLE FAM MDL01,LCD,1,2021,125600,100500,226100,20000,1994-12-19,,,122000,80700,202700,122000,80700,202700,20:16:35,707
1045,162 DORCHESTER RD,409/  90/  /  / ,409,90,  ,  1769/ 690,173600,173600,0.48,1010,SINGLE FAM MDL01,LCD,1,2021,68200,105400,173600,0,1995-10-05,37400,1988-10-13,65600,96400,162000,65600,96400,162000,20:16:36,708
1048,130 DORCHESTER RD,409/  93/  /  / ,409,93,  ,  1298/0865,4400,4400,0.34,9010,STATE NH,RD,1,2021,0,4400,4400,0,,,,0,4100,4100,0,4100,4100,20:16:38,709
1423,1 LAMBERT RG,419/  1/  /  / ,419,1,  , ,342200,342200,777.62,9000,US GOVT,MFD,1,2021,0,342200,342200,0,,,,0,311000,311000,0,311000,311000,20:16:39,710
1435,7 LAMBERT RG,419/  7/  /  / ,419,7,  ,003095/0137,88300,88300,114.7,9000,US GOVT,MFD,1,2021,0,88300,88300,47950,2004-12-16,33533,2004-04-01,0,80300,80300,0,80300,80300,20:16:40,711
1436,8 LAMBERT RG,419/  8/  /  / ,419,8,  ,  3102/0731,57100,57100,64.85,9000,US GOVT,MFD,1,2021,0,57100,57100,27000,2005-01-15,5000,1987-04-10,0,51900,51900,0,51900,51900,20:16:41,712
1437,545 DORCHESTER RD,419/  9/  /  / ,419,9,  ,  2256/0048,183500,183500,89,9000,US GOVT,MFD,1,2021,0,183500,183500,25000,1997-06-17,,,0,166900,166900,0,166900,166900,20:16:42,713
1438,509 DORCHESTER RD,420/  1/  /  / ,420,1,  ,  2256/0067,177200,177200,63,9000,US GOVT,ELD,1,2021,0,177200,177200,0,1997-01-06,4000,1996-06-04,0,159300,159300,0,159300,159300,20:16:42,714
1439,511 DORCHESTER RD,420/  2/  /  / ,420,2,  ,  3095/0137,85000,85000,110.35,9000,US GOVT,MFD,1,2021,0,85000,85000,47950,2004-12-16,1770,1998-12-10,0,77200,77200,0,77200,77200,20:16:43,715
1440,535 DORCHESTER RD,420/  3/  /  / ,420,3,  ,  2121/0393,404400,404400,919,9000,US GOVT,MFD,1,2021,0,404400,404400,2000,1994-12-02,454095,1993-01-15,0,367600,367600,0,367600,367600,20:16:44,716
1441,525 DORCHESTER RD,420/  4/  /  / ,420,4,  ,  3601/0644,7500,7500,6.8,9000,US GOVT,MFD,1,2021,0,7500,7500,38000,2009-04-22,,,0,6800,6800,0,6800,6800,20:16:45,717
1442,517 DORCHESTER RD (BEALE CEM,420/  5/  /  / ,420,5,  , ,10900,10900,0.57,9035,TOWN-PROP,ELD,1,2021,0,10900,10900,0,,,,0,9200,9200,0,9200,9200,20:16:46,718
1443,539 DORCHESTER RD,420/  6/  /  / ,420,6,  ,  2256/0875,5900,589400,124,6215,HWMR-5,ELD,1,2021,0,589400,589400,3996000,1997-06-20,,,0,5900,5900,0,512400,512400,20:16:47,719
1446,581 DORCHESTER RD,420/  7/  1000/  / ,420,7,1000,  3479/0620,11000,630500,243,6104,WPM-4,ELD,1,2021,0,630500,630500,190000,2007-12-27,250000,1988-10-18,0,11000,11000,0,595200,595200,20:16:47,720
1447,601 DORCHESTER RD,420/  7/  2000/  / ,420,7,2000,  4307/0326,2700,270000,40.2,1060,AC LND IMP,ELD,1,2021,200,269800,270000,215000,2017-08-28,85048,1990-11-15,200,2500,2700,200,230100,230300,20:16:49,721
1449,623 DORCHESTER RD,420/  9/  /  / ,420,9,  ,  4533/ 326,335600,335600,0.87,1013,SFR WATER  MDL-01,ELD,1,2021,60700,274900,335600,333000,2020-07-02,2000,1958-08-14,79000,179900,258900,79000,179900,258900,20:16:49,722
1450,625 DORCHESTER RD,420/  10/  /  / ,420,10,  ,  4023/ 0683,92100,92100,0.62,1060,AC LND IMP,ELD,1,2021,18900,73200,92100,0,2013-11-06,9500,1981-10-14,16600,64000,80600,16600,64000,80600,20:16:50,723
1451,629 DORCHESTER RD,420/  11/  /  / ,420,11,  ,  4023/0682,254600,254600,0.17,1013,SFR WATER  MDL-01,ELD,1,2021,109100,145500,254600,0,2013-11-06,20000,1978-07-28,86700,118800,205500,86700,118800,205500,20:16:51,724
1455,638 DORCHESTER RD,420/  15/  /  / ,420,15,  ,  2974/0984,450100,450100,1,1013,SFR WATER  MDL-01,ELD,1,2021,219200,230900,450100,0,2004-04-02,285000,2002-07-19,208300,142200,350500,208300,142200,350500,20:16:52,725
1456,634 DORCHESTER RD,420/  16/  /  / ,420,16,  ,  4129/0469,208500,208500,0.88,1013,SFR WATER  MDL-01,ELD,1,2021,34800,173700,208500,130000,2015-05-21,2666,2001-08-09,27700,110900,138600,27700,110900,138600,20:16:54,726
1457,632 DORCHESTER RD,420/  17/  /  / ,420,17,  ,  1930/0145,281100,281100,2.06,1013,SFR WATER  MDL-01,ELD,1,2021,122000,159100,281100,155048,1991-08-30,100,1977-01-06,123200,132400,255600,123200,132400,255600,20:16:55,727
101224,289 GOOSE POND RD,411/  1/  /  / ,411,1,  ,  4196/0669,658900,734100,17.27,1080,SFR/ACC UNIT,RD,1,2021,484500,249600,734100,0,2016-04-01,195533,2003-11-10,389900,158900,548800,389900,227100,617000,20:16:55,728
101242,34 POUT POND LN,409/  23/  2000/  / ,409,23,2000,  3991/0207,909300,909300,8.08,1010,SINGLE FAM MDL01,RD,1,2021,660000,249300,909300,740000,2013-06-27,112533,2001-05-02,533100,220700,753800,533100,220700,753800,20:16:56,729
1464,552 DORCHESTER RD,420/  24/  /  / ,420,24,  ,O-2000/  61,1300,138700,33,6232,HWUNR-2,MFD,1,2021,0,138700,138700,0,2000-10-27,,,0,1300,1300,0,113000,113000,20:16:57,730
1466,550 DORCHESTER RD,420/  26/  /  / ,420,26,  ,  0406/0167,3600,368800,79,6335,OTUNR-5,ELD,1,2021,0,368800,368800,0,,,,0,3600,3600,0,315900,315900,20:16:58,731
1468,500 DORCHESTER RD,420/  28/  /  / ,420,28,  ,  2318/ 676,538300,647600,30.5,1040,TWO FAMILY,ELD,1,2021,280800,366800,647600,20000,1998-05-29,4000,1997-06-04,232700,186000,418700,232700,285200,517900,20:17:01,732
888,18 HORTON LN,408/  47/  2000/  / ,408,47,2000,  3876/0442,800,160200,12.7,6124,WPUN-4,RD,1,2021,0,160200,160200,0,2012-04-26,185000,2003-12-02,0,800,800,0,163200,163200,20:17:02,733
891,129 FRANKLIN HILL RD,408/  48/  2000/  / ,408,48,2000,  4621/ 264,516800,596500,12.75,1010,SINGLE FAM MDL01,RD,1,2021,403600,192900,596500,617000,2021-04-15,525000,2013-03-14,334900,113000,447900,334900,178600,513500,20:17:03,734
892,145 FRANKLIN HILL RD,408/  48/  1000/  / ,408,48,1000,  4585/ 612,155100,554000,44.4,6515,FARMR-5,RD,1,2021,0,554000,554000,600000,2020-12-16,100,1974-06-10,0,5100,5100,0,310700,310700,20:17:04,735
897,3 HARDSCRABBLE LN,408/  52/  /  / ,408,52,  ,  4178/0830,6100,138700,14.4,6506,FARM-6,RD,1,2021,0,138700,138700,0,2015-12-21,363533,2015-08-07,0,6100,6100,0,359800,359800,20:17:05,736
101442,44 FRANKLIN HILL RD,408/  75/  3000/  / ,408,75,3000,  4132/0455,93300,403900,36,1060,AC LND IMP,RD,1,2021,3500,400400,403900,260000,2015-06-04,110000,2007-10-09,3300,32100,35400,3300,274600,277900,20:17:06,737
101462,230 RIVER RD,402/  74/  2000/  / ,402,74,2000,  3242/0831,1117900,1117900,6.6,1010,SINGLE FAM MDL01,RD,1,2021,926800,191100,1117900,170000,2006-01-20,387000,2005-01-11,840900,176500,1017400,840900,176500,1017400,20:17:07,738
101483,192 GOOSE POND RD,410/  71/  /  / ,410,71,  ,  3922/0732,144600,144600,11.4,1300,RES ACLNDV,RD,1,2021,200,144400,144600,110000,2012-10-09,1000,1973-02-08,0,119900,119900,0,119900,119900,20:17:08,739
900,18 + 20 HARDSCRABBLE LN,408/  55/  /  / ,408,55,  ,  4183/ 665,1004200,1239000,32.5,1090,MULTI HSES,RD,2,2021,563900,675100,1239000,0,2016-01-14,,,517700,391600,909300,517700,604500,1122200,20:17:09,740
901,172 ACORN HILL RD,408/  56/  /  / ,408,56,  ,  2008/0171,292300,292300,0.94,1010,SINGLE FAM MDL01,RD,1,2021,114200,178100,292300,0,1993-01-06,,,96400,109300,205700,96400,109300,205700,20:17:10,741
907,112 ACORN HILL RD,408/  57/  1000/  / ,408,57,1000,  2263/0986,700,375900,10.51,6233,HWUNR-3,RD,1,2021,0,375900,375900,235000,1997-08-01,350000,1993-12-03,0,700,700,0,240800,240800,20:17:10,742
908,118 ACORN HILL RD,408/  57/  2000/  / ,408,57,2000,  2263/0986,3300,428000,13.26,6514,FARMR-4,RD,1,2021,0,428000,428000,235000,1997-08-01,350000,1993-12-03,0,3300,3300,0,313900,313900,20:17:11,743
909,146 ACORN HILL RD,408/  57/  3000/  / ,408,57,3000,  3940/0992,1902400,2449500,110.62,1010,SINGLE FAM MDL01,RD,1,2021,1264700,1184800,2449500,3315000,2012-12-18,3000000,2010-01-29,1308200,483300,1791500,1308200,979200,2287400,20:17:12,744
910,160 ACORN HILL RD,408/  57/  4000/  / ,408,57,4000,  3940/0992,738600,891200,22.08,1010,SINGLE FAM MDL01,RD,1,2021,487700,403500,891200,3315000,2012-12-18,3000000,2010-01-29,411800,244200,656000,411800,382200,794000,20:17:13,745
911,82 ACORN HILL RD,408/  58/  /  / ,408,58,  ,  3668/0014,738000,1273200,103.1,1010,SINGLE FAM MDL01,,1,2021,420600,852600,1273200,152333,2009-12-10,340000,1990-12-21,382300,310000,692300,382300,795200,1177500,20:17:14,746
912,70 ACORN HILL RD,408/  59/  /  / ,408,59,  ,  4028/0759,3700,81400,10.07,6504,FARM-4,RD,1,2021,0,81400,81400,200000,2013-12-03,305000,2009-09-18,0,3700,3700,0,69200,69200,20:17:15,747
913,62 ACORN HILL RD,408/  60/  /  / ,408,60,  , ,175200,175200,0.87,1010,SINGLE FAM MDL01,RD,1,2021,25900,149300,175200,0,,,,26500,100800,127300,26500,100800,127300,20:17:16,748
915,21 POUT POND LN,408/  61/  1000/  / ,408,61,1000,  2306/0650,289500,289500,5.02,1010,SINGLE FAM MDL01,,1,2021,133700,155800,289500,20000,1998-04-02,,,134200,110300,244500,134200,110300,244500,20:17:17,749
916,29 POUT POND LN,408/  61/  2000/  / ,408,61,2000,  3206/0321,349500,349500,5.25,1010,SINGLE FAM MDL01,RD,1,2021,171000,178500,349500,278933,2005-10-13,1,1998-12-09,143400,141200,284600,143400,141200,284600,20:17:19,750
917,53 ACORN HILL RD,408/  62/  /  / ,408,62,  ,  4276/0095,485800,485800,3.8,1090,MULTI HSES,RD,2,2021,250500,235300,485800,389000,2017-04-14,2666,2002-11-07,249900,163200,413100,249900,163200,413100,20:17:20,751
923,115 ACORN HILL RD,408/  66/  /  / ,408,66,  ,  1281/ 272,201400,201400,7.7,1030,MOBILE HOM  MDL-02,RD,2,2021,29900,171500,201400,0,,,,26300,128300,154600,26300,128300,154600,20:17:22,752
924,145 ACORN HILL RD,408/  67/  /  / ,408,67,  ,  4229/0940,6500,477500,67,6516,FARMR-6,RD,1,2021,0,477500,477500,340000,2016-08-26,4000,1996-07-23,0,6500,6500,0,393000,393000,20:17:23,753
925,171 ACORN HILL RD (LAND ONLY),408/  68/  /  / ,408,68,  ,  1281/0272,400,400,0.04,9035,TOWN-PROP,RD,1,2021,0,400,400,0,,,,0,400,400,0,400,400,20:17:23,754
935,114 FRANKLIN HILL RD,408/  70/  2000/  / ,408,70,2000,  4148/0678,721600,721600,5,1090,MULTI HSES,RD,2,2021,458600,263000,721600,670000,2015-08-06,2666,2002-09-25,412900,232400,645300,412900,232400,645300,20:17:24,755
940,84 FRANKLIN HILL RD,408/  71/  2000/  / ,408,71,2000,  3975/ 441,584700,708700,12.1,1010,SINGLE FAM MDL01,RD,1,2021,432600,276100,708700,225000,2013-05-03,110000,2007-10-09,406400,159900,566300,406400,248200,654600,20:17:25,756
941,76 FRANKLIN HILL RD,408/  72/  /  / ,408,72,  ,  4036/0924,566500,566500,0.99,1010,SINGLE FAM MDL01,RD,1,2021,397900,168600,566500,75000,2014-01-21,35000,2002-12-24,361200,163000,524200,361200,163000,524200,20:17:26,757
942,70 FRANKLIN HILL RD,408/  73/  /  / ,408,73,  ,  4664/ 310,630000,630000,2.41,1010,SINGLE FAM MDL01,RD,1,2021,402700,227300,630000,789000,2021-09-01,640000,2015-11-16,377500,222300,599800,377500,222300,599800,20:17:27,758
943,66 FRANKLIN HILL RD,408/  74/  /  / ,408,74,  ,  3618/0895,586100,586100,2.34,1010,SINGLE FAM MDL01,RD,1,2021,324200,261900,586100,500000,2009-06-16,410000,2005-04-07,301800,186200,488000,301800,186200,488000,20:17:28,759
